DateTime,RunTime,Iterations,FillAlgorithm,Path,MatrixSize,Fill,Found,Stdev
 2010/7/20 00:59:19, 00:00:05.4,100x10,Fractal H 0.85,N4J0,100x100,0.5928,0.683,0.0180154254891622,0.71,0.55,0.73,0.7,0.66,0.67,0.65,0.74,0.74,0.68
